start	end	text
261160	262160	うん。
262160	264160	しっぽりと。
264160	268160	この前久しぶりに家で飲めたん。
268160	271160	それがものすごい嬉しかったん。
271160	273160	その時に思いついたテーマだよ。
273160	278160	なんでこんなに家で飲む一杯っていいんだろうみたいな。
278160	284160	なんかリラックスして家で飲むの幸せやねっていう話や。
284160	285160	そっちやね。
285160	288160	なんか熱がこもってないなと思った。
288160	292160	この問い出した時はなんかもっと問い出たなと思ったのに。
292160	295400	だから知りたくないよ別にその違いとか
295400	296660	知りたくないよそうなんよね
296660	297800	知りたいわけじゃなくて
297800	300280	幸せのピークを共有したかった
300280	300980	そうやね
300980	304260	うわー面白い発見があったなこれは
304260	309940	なんでそんな幸せやったよね
309940	312400	幸せやったねあん時は
312400	313440	そっか
313440	316660	でも1時半とかやって飲んだ時に
316660	318860	飲み始めた
318860	319800	1時半夜中の
319800	321540	だいぶ働いたね
321540	324300	で、まぁもうみんな寝静まって
324300	325300	うん
325300	327300	そこでねー
327300	330100	久しぶりにAmazonプライムも開いて
330100	331800	うん、1時半から
331800	332800	うん
332800	335800	で、お酒を飲みながら見よった時
335800	336800	うん
336800	339480	で、観葉植物をね、買ったんよ
339480	340540	うんうんうんうん
340540	341600	それを見ながら
341600	342600	うん
342600	345100	Amazonプライムと交互に観葉植物と
345100	347100	うん
347100	348480	うれお…幸せだったのもある
348480	349180	幸せやね
349180	350480	で、しかもね、お酒はね
350480	351480	うんうん
351480	355720	あの、とある人がくれた、なんか、おしゃれなやつやったんやね
355720	356720	うん
356720	358480	で、たぶんおいしいよね
358480	359480	うん
359480	360720	足覚えてない?
360720	361980	いや、おいしいよ普通に
361980	363100	足とかどうでもいいんや
363100	366480	比較できん、その、ジンなんやけど
366480	366980	うんうん
366980	368480	ジンとかあさあ、あんまのないけど
368480	370480	あー、あのリスナーさんからのプレゼント
370480	372080	ジン、いやおいしいんよ絶対
372080	375480	でも、飲み、そう、わからんけどおいしいん
375480	377480	これがおいしいジンかーっていう
377480	378480	いや、なんかそれもいいやん
378480	380980	なんでもいいやんそれ、文脈があったら
380980	383980	あの時間は幸せだったんやろ?
383980	387980	そこに幸せ要素が詰まっとる気がするけど
387980	390980	なんでそんな幸せ感じたか探ってみて
390980	397980	普通にアマプラ見てお酒飲んでとかやったら
397980	400980	それぐらい幸せに感じる
402980	406980	今まではそんな幸せ感じてなかったもんね
406980	413980	何がそこまで、そんなシェアしたくなるくらいピークに幸せきたんだろう?
413980	417980	1個は、めっちゃ忙しかったっていう。
417980	424980	久しぶりの、その、余暇というか、やったよね。
424980	427980	っていうのは、まあ1個あるのと。
430980	433980	あとは、
433980	437120	部屋が好きっていうのもある純粋に
437120	437980	家が
437980	439980	家が
439980	441980	妻が
441980	444980	すごいおしゃれな影響で
444980	447980	家ちょっと居心地いい
447980	451980	居心地いいわあそこの家
451980	453980	俺の趣味をもう忘れるぐらい
453980	455980	俺の趣味あれですって思ってるんやけど
455980	456980	部屋の趣味
456980	459980	俺の趣味は一切最初反映されず
459980	462980	俺は勝手に自分の趣味があれと思ってるけど
462980	468100	人の趣味でも居心地居たんじゃない? 居心地居心地で観葉植物も
468100	472080	買おうという話いただいて 買いに行って
472080	475140	確かにいいと思う
475140	478540	家の空間って大事やな
478540	480760	めっちゃいいね 整ってた?
480760	486340	もうリラックスというか飲みの空間が整ってた?
486340	487620	そうかそうか
487620	491100	今のとこ、久々に飲めるとか
491100	493100	頑張った後に飲めるとか
493100	495100	っていう
495100	496740	久々感と
496740	499620	家のリラックス感と
499620	500660	他にもありそう
500660	501980	幸せ要素
501980	502980	ああ
502980	505980	え、逆に
505980	508660	遥が同じシチュエーションを想像したら何がありそうか
508660	511060	うわええええ
511060	512340	てか最近そういうのある?
512340	512980	ある?
512980	514820	これ、うわー
514820	517480	松田この時間も…かけがえねえみたいな
517480	518160	宮近ある?
518160	519160	宮近うん
519160	520060	宮近あるある
520060	520660	宮近どれ?
520660	522700	宮近あーえっとその同じ文脈で
522700	523700	宮近いっぱいありすぎるけど
523700	524700	宮近うん
524700	526700	宮近あのその例えば家で飲む時に
526700	527700	宮近うん
527700	528700	宮近ヤッフーってなる時がある
528700	529700	宮近ヤッフーってね
529700	531700	宮近これどういう時かっていうと
531700	534500	宮近やっぱその条件整えに行くよ自分で
534500	535500	宮近なるほど
535500	537580	宮近あーじゃあそれも確かに
537580	538240	宮近うん
538240	539780	宮近だっけちょっとギリギリまで
539780	541120	宮近おわーって仕事頑張って
541120	542120	宮近うん
542120	544440	宮近まず頑張るからのギャップを作るっていう
544440	551200	自分がめっちゃ美味しいと思える料理を
551200	554960	ビールに合う料理を想像してさ
554960	556780	今日はちょっと餃子かなとか
556780	559320	チーズ入れちゃおうかなとか
559320	562680	たこ焼き機でやっちゃうのもありえかなとか
562680	565440	そういうのを想像してて
565440	569160	一個ずつクオリティを上げていくみたいな
569160	570480	やっていく
570480	575240	で、音楽とかもかけちゃったりして。 音楽の流すのいいね。
575240	578400	俺してなかったけど、それは次回やろう。
578400	581720	普段、かけないJ-BOB?
581720	583320	あ、かけない。
583320	584320	ジャズみたいな。
584320	586520	あ、行っちゃう。
586520	587640	そこまで行っちゃう。
587640	588680	そこまで行っちゃう。
588680	589680	星野源さんやばいっすね。
589680	590680	あーなるほどね。
590680	591280	はい。
591280	595880	星野源さんとか行っちゃって、かけちゃって。
595880	599160	整えていくみたいな、一個ずつ、その
599160	605480	お酒を飲むということをする時に、それが盛り上がる要素を
605480	609160	どんどん付け加えていって、そしてヒャッフルってなる。
609160	610820	やっぱさ、もう
610820	614120	子供の頃やってた
614380	619100	プラモデルで遊ぶとか、レゴブロックで自分の世界作るとか
619100	621280	そういうのなんかな?
621280	623940	そういうのに近いんじゃない?と思ったんやけど
623940	633020	自分のコントロールの範囲で自分の好きなようにこの 何かを作っていくみたいな
633020	635900	作り上げていく それがレゴブロックの
635900	645180	街だったり動物の森だったり 深夜のお酒だったり
645780	649060	まとまったね えっ?
649060	651060	上手いこと言ったねー
651060	653060	作り上げていく感で
653060	655060	幸せができていくんじゃないかと
657060	659060	あれは何よりも
659060	661060	幸せだったことを
661060	663060	共有してくれたんだね
663060	665060	だね
665060	667060	幸せな時もありますよって
667060	669060	等しい
669060	671060	そういう小さな幸せを見つけて
671060	673060	楽しく生きてますよって
673060	675060	確かに幸せなことを共有するのが
675060	677060	楽しいってことはあるなぁ
677060	683020	っていうことはあるなぁ 中村なんかまた別の話で
683020	687540	それもありますね めっちゃ幸せだったって
687540	690340	中村なんでなんだろう
691540	695060	今の話で言うと一切
695060	700940	自己顕示欲とか自己承認欲求とかそういうのは一切ないよね本当に
700940	705460	中村あるとしたら違うやつ選びそう そうそれがあるとしたら俺この話題じゃなかったって思うけん
705460	711180	そうじゃないよね 普通にもっと幸せをシェアしたら楽しいっていう感覚はなんかあるよね
711180	713180	ああ
714960	718620	それさぁ 俺めっちゃ強いよ
718620	721960	どっち? 幸せシェアしたい
721960	727760	例えば ちっちゃい頃から面白いドラマとか見つけたら
727760	730020	めっちゃ友達に布教しちゃうん
730020	734220	はいはいはい マジ見てくれみたいな面白いけん
734220	735220	あれ何?
735220	736220	あ、でも
736220	738220	そういうことか
738220	739220	え、そういうこと?
739220	740220	買ってしかないですけど
740220	741220	シェアして
741220	742220	まとめて
742220	743220	まとめてさ
743220	745220	そういうことかってなってほしいのさっきから
745220	746220	早いの?
746220	748220	理解した
748220	750220	え、なんか
753220	755220	最後その
755220	757220	死にますってなった時に
757220	759220	時に
762540	765940	最後残るのって
766840	772060	なんかシェアしたいとかになるっていうのが起きそうじゃない?
772280	776100	なんか 残したい 残したい
776100	780560	この言葉だけは 自分の幸せを
780560	787200	シェアすることで 一個 世に残せるっていう行為なのかな
787200	789200	DNAだ。
789200	792200	そういうことなんだ。
792200	797200	だから物理的なDNA残しと他に、
797200	805200	そうじゃない思想とか、自分の生きた爪痕というか、
805200	808200	世に残していきたいんだね。
808200	813200	でも幸せをシェアしたいのは繋がるかな?
813200	818540	だっけ、有益な情報をシェアしたいはあるかもね、そういう意味で。
818540	821440	自分の幸せを…
821440	822640	有益じゃないよ、今の。
822640	825280	そうだね。
825280	828440	でも、自分の幸せが一番自分のDNAじゃない?
828440	830560	ははははははは。
830560	831960	ちょっと臭い髪の。
831960	834960	ははははははは。
834960	837660	誰か、じゃあこの漫才面白いです。
837660	838900	銀次さん面白いです。
838900	841200	それはそうよ。
841200	842800	それはそうやけどさ。
842800	846200	自分のDNA感なくない?それ
846200	848300	あー、うん
848300	849700	人から人…
849700	853800	銀次さん面白かったっていうのは 自分のDNAじゃない?
853800	855300	自分のDNAやな
855300	860600	銀次さん面白かったって めっちゃ面白かったは自分のDNAと思う
860600	866400	でも、この銀次さんのこの企画 めっちゃ学びあるけん
866400	868200	見てみてとかっていう
868200	871700	知識系に行くと 私のDNAではない
871700	872700	ない
872700	878740	違います。有益情報は生存戦略的な
878740	884120	かもしれないけど 幸せシャワー自分の dna の
884120	887820	刻み込み 刻み込み
887820	891380	なるほどね本当
892520	897060	自分の dna って言った感覚はちょっと分かった
897060	900400	そうよね、情報伝達じゃないもんね。自分の幸せは。
900400	901400	そうなの。
901400	904600	意味ないもんだって。それで助からんもんだけど。
904600	906600	だけど、シェアしたくない。
909060	911400	それさ、聞く方はどんな気持ちなの?
912400	914400	うわ、それ2種類ありそう。
916400	921120	よくあるやん。人の幸せが自分のハッピーになる人と、
921120	923000	なんか嫌な気持ちになる人。
923000	928360	やけんさ、それはあるよね。 今の俺の話もさ
928360	932680	なんか どんな、だから
932920	939160	そのいい感じのお酒を飲むとかさ 観葉植物とかにさ
939160	944460	いやなんか なんかこいつ嫌なやつだなってなる
944460	951000	かもしれんよね。 みんなはみんな今の話を聞いて幸せをシェアされたと思うわけじゃない
951000	954680	かもしれんなとも思ったり
959380	965160	伝えていいものなのかっていう話を最後にして終わりますか?
965160	968560	パッと思いついたのは
968720	973480	その幸せによって自分が劣等感感じたら嫌かもしれない
973480	975800	そういうことよね
975800	977180	そういうことよね
977180	982300	この人、いっぱい自由にいろんなとこ行けてるんだろうなぁ
982300	985180	でも僕はいけてないなぁ
985180	986540	不幸だなぁ
986540	989680	はなんか不快になりそう
989680	993480	これがさっきの話で言うとその
993480	995880	久々に休みできた件ちょっと
995880	1000060	ヨーロッパ行ってきて
1000880	1003340	ちょっとほんと3日間やっと3日間空いた件
1003340	1007140	ちょっとフラッとヨーロッパ行ってきたんだみたいなのは
1007140	1008440	嫌な人嫌じゃない?
1008440	1013020	俺も、あ、なんかすごい何かをアピールされてるみたいな
1013020	1015020	幸せのシェアというように
1015020	1018020	でもそれはその人からしたら本当に幸せのシェアな
1018020	1019020	確かに
1019020	1021020	でも俺が勝手に劣等感感じてるわけ
1021020	1023520	3日間でFlat Europaをする
1023520	1024520	いやそれね
1024520	1026260	3日間でヨーロッパ行く人
1026260	1028520	行く人も好きよ?
1028520	1032260	いや行く人もおるやん
1032260	1033540	嫌いとは言えんけど
1033540	1039940	そういうね、ギャップがあると劣等感はありそうって話だったね。
1039940	1042740	気をつけた方がいいってこと?
1042740	1055660	いやね、だから無意識に劣等感を感じないだろうというシェアは
1055660	1057500	なるほどね
1057500	1059220	ハッピーになりやすいかな
1059220	1066220	ヤンヤン いや、ひとしがなんか、夜、雨プラ見ながら、お酒飲んで幸せだったって言ったのは、
1066220	1068220	1個も劣等だった。
1068220	1070220	ヤンヤン そうだね。
1070220	1073220	深井 慣用植物がちょっとアウトやろ?
1073220	1077220	ヤンヤン あ、慣用植物とかはね、家がオシャレとかもね。
1077220	1079220	深井 オシャレとかもね。
1079220	1080220	深井 とかっていう。
1080220	1084220	深井 だけど、それさ、慣用植物ぐらいあるやん、普通。
1084220	1085220	深井 とかっていう、そのさ。
1085220	1086220	ヤンヤン あー、思っちゃうね。
1086220	1087220	深井 やっけん。
1087220	1089220	普通を
1090820	1092820	やっぱ疑わんといかんね
1092820	1093820	うん
1093820	1095820	そうなったら
1095820	1097820	うわ難しいわ
1097820	1098820	だってさ
1098820	1100820	人を不快にさせるはず
1100820	1103820	例えば一軒家でマイホーム
1103820	1107520	マイホームで幸せだったエピソードみたいなのしたら
1107520	1109520	家を持ちたい人からしたら
1109520	1110520	うん
1110520	1112520	劣等感とかあるよね
1113320	1115320	むずいっすね
1115320	1127320	幸せのハッピーは結構リスクが高いとありますね本当はまーぞんプライムでお酒飲んで幸せしかいちゃいかんのじゃないその幸せのシェア
1127320	1134200	一方ね俺 人の幸せなんも深いならん
1134200	1138080	俺なんで顔 逆に言うと
1138080	1140080	えっと
1140500	1142920	Xとかで
1142920	1146580	誰か悪く言われてるのがめっちゃ傷つい
1146580	1150360	だって俺インスタとかの方がキラキラしてる方が居心地いい
1150360	1152920	マジでヨーロッパ3日行きましたみたいな
1152920	1154760	あヨーロッパ行き、3日はちょっとあれやけど
1154760	1155700	聞いたことないけど
1155700	1157040	ヨーロッパ行ってますとかは
1157040	1158700	マジただただ
1158700	1160300	いいなみたいな
1160300	1162200	なる
1162200	1164200	いいなはさ、ほんと嫌じゃなくね
1164200	1166580	あ、そう、楽しそうみたいな
1166580	1167580	行ってきたんすね
1167580	1172120	むしろなんか幸せシェアしてくれたくらいなるん
1176160	1177560	なるほどねじゃあ受け取る
1177560	1179300	それはなんでだと思う
1181460	1183460	まあタイプはあるだろうけど
1184520	1186520	でも自分の
1189460	1193880	自分が求めてるけど手に入らないことに直結してたら
1193880	1196240	余計来るとかだなと思って
1196240	1198240	そういうことかなぁ
1201680	1203680	例えば
1206960	1208960	例えば
1211760	1216120	例えばその教育系の企業
1216120	1220120	同じくらいに起業した人が結構すごい
1220120	1223800	伸びてるとかは確かにおぉそんな
1223800	1226200	言ってるんだ、すげーって思ったりするみたいな。
1226200	1227300	あー!
1227300	1231400	それは自分が求めてるけど、手に入っていないもの。
1231400	1236400	直結してたらしてるほど、その人の幸せが、
1236400	1240400	あの、喜びづらいみたいなのがあるのかな。
1240400	1242400	あー、あー、あー。
1242400	1246000	もう、明確にこれしたいって思ってるけど、手に入ってなくて、
1246000	1248000	それを手に入れてる人見ると、
1248000	1250000	あんのかもしれない。
1250000	1251200	あんのかもしれない。
1251200	1258200	それがお金とかだとわかりやすく
1258200	1265200	多分結構大人数の人がお金にそこが反応して
1265200	1269200	お金持ってるとかそこに
1269200	1275200	経済力に直結するような人の幸せをなかなか喜べないとかは
1275200	1278200	現象としてあるのかなと思って
1278200	1284540	それがそこの感覚が強くない
1284540	1291700	お金どっちでもいいよねと思ってるなら別に そのセンサー引っかからんなぁと
1292040	1297140	結局、見つけました?
1297140	1302900	分かったわ、これ完全に なるほどね
1302900	1305900	そういうことか。 あー、わかる。
1305900	1310900	やり返したのにさ。
1310900	1315900	わかるじゃない?
1315900	1321900	えっとね、ひとしのさっき言ったアマプラの話は、
1321900	1325900	なんか嬉しい。それは。
1325900	1328900	それは、
1328900	1336900	日常の中に幸せを見つけてる感じがある
1336900	1337900	なるほど
1337900	1341900	ここに行ったけん幸せじゃなくて
1341900	1345900	日々の中に見つけて作ってる感じが
1345900	1346900	確かに
1346900	1349900	見つけたんだみたいな
1349900	1350900	人事ない
1350900	1352900	人のことだから
1352900	1355900	俺もちっちゃなハッピーもらうみたいな感じ
1355900	1356900	なるほど
1356900	1362900	たまにさ、日常の中の面白い気づきシェアする
1362900	1366900	センスのいい投稿者がいる
1366900	1368900	そういうのって何も不快になるんです
1368900	1370900	面白いし、ハッピーになる
1370900	1374900	だから、幸せシェアは
1374900	1377900	もちろん、みんなしていいんだろうけど
1377900	1380900	リスクの少ない幸せシェアは
1380900	1385900	日常の中のハッピー気づきが
1385900	1387900	リスクがいいのかな?
1387900	1388900	確かにね
1388900	1390900	これ、リスク少ないのかな?
1390900	1394900	これさぁ、なんか、大丈夫かな?
1394900	1398900	幸せシェアしづらくなるって、これ
1398900	1401900	あー、なるほど
1401900	1404900	いいことだもん、いいことの時も多い
1404900	1405900	そうだよね
1405900	1408900	リスク少ないのがそうっていう結論で
1411900	1414900	そうだね、でも、なんか
1414900	1418560	急に何か反対意見が出てきた
1418560	1421800	そういう空気感が
1421800	1424660	いじめっぽい空気になる気がする
1424660	1428280	急に何か出てきた
1428280	1430260	いじめね
1430260	1433160	そういうのが空気読めよみたいな
1433160	1435860	そういう投稿すんじゃねえよみたいな
1435860	1437180	アンチコメントに見えてきた
1437180	1438720	なるほど
1438720	1442860	そういうアンチコメントを見ると傷つく
1442860	1443860	うん
1443860	1445860	また責められ通したかった
1445860	1446860	うん
1446860	1447860	なるほど
1449860	1450860	どうしたらね
1450860	1451860	なるほどね
1452860	1454860	じゃあそのやっぱ受け取る
1455860	1457860	受け取り手の話だね
1457860	1459860	でもねそっちに行き過ぎるとさ
1459860	1462860	結局不快感感じてる人に
1462860	1463860	うん
1463860	1466860	お前が変わるよって言ってる構造になるやん
1466860	1467860	うん
1467860	1469860	それもつらいよ
1469860	1470860	うん
1470860	1473740	それはあなたの捉え方が悪いから
1473740	1478640	人の幸せを喜べないんですよっていう風になっちゃうやん
1478640	1481680	それもむずいな
1481680	1488980	どっちもやね
1488980	1495540	ということでいいですか
1495540	1497020	もうちょっと待って
1497020	1497660	どっちも
1497660	1500780	シェアしてほしいって
1500780	1502780	俺聞いたらだって
1504780	1506780	なんかマジで嬉しかったことがあった時に
1506780	1507280	シェアしたい
1507280	1509280	よぎってシェアしなくなる可能性
1509280	1510280	確かにね
1510780	1512780	そんな行動を
1512780	1515780	もともとポジティブだった行動を減らすような恥じしいわ
1515780	1516780	なるほどね
1516780	1517780	嫌になってきた
1520280	1521780	確かにね
1524780	1526780	どうなんだろう
1526780	1530600	まあ確かにな
1530600	1535900	そういう眼鏡できるよね
1535900	1537560	これは
1537560	1541440	なんか印象良くない
1541440	1544000	ハッピーシェアだとか
1544000	1546580	負の眼鏡作っちゃった今
1546580	1548440	ダメ出し眼鏡だ
1548440	1549440	これは
1549440	1552980	お蔵入りですかね
1552980	1556480	ダメ出し眼鏡作っちゃったよ
1556480	1561480	ちょっとだからそこをうまく最後 整理しましょう
1561480	1562480	整理しよう
1562480	1563480	変換しましょう
1563480	1572480	ダメ出し眼鏡にならん場合は 自分が投稿者としてこれだったら傷つける人が少ないなっていう眼鏡としてはいいと思う
1572480	1577480	だけど人が投稿したのを見て これはあんまり良くない
1577480	1581480	ハッピーシェアだなみたいなのを ジャッジし始めると
1581480	1586120	それって不幸が増える可能性あると思う
1586120	1587220	なるほどね
1587220	1591560	それがもしかしたらコメント出てしまって
1591560	1595660	投稿した人にアンチコメントがいく可能性もあるし
1595660	1601840	外側を見る眼鏡じゃなくて
1601840	1604720	自分の行動を振り返る眼鏡としては
1604720	1607420	ハッピーは増えそう
1607420	1608940	不幸は減りそう
1608940	1613940	だけど、人をジャッジする目になると不幸が増えそう
1613940	1614940	うん
1615940	1617940	という整理は今言ったんできたんやけど
1617940	1625940	人種のさっき言ってた、それだと自分が代わるモデルにしかないっていう問いは
1625940	1627940	解決しない
1627940	1631940	じゃあ別の角度で言うと
1631940	1640740	それを言ってもいい関係性を作ろうみたいな
1640740	1642320	そっちとか
1642320	1647620	なんでも幸せを
1647620	1651740	気兼ねなくシェアできる関係性を作る
1651740	1654120	そこだったらバンバン言っていい
1654120	1657140	っていう話はどうですか
1657140	1661920	理解が広がるみたいな
1661920	1665920	だから、本当にさ、真面目な話しちゃうけど、
1665920	1668920	子供ができましたっていう投稿に、
1668920	1671920	傷つく人がおるっていう話、ティーチャーティーチャーだったよ。
1671920	1674920	これで気をつけますってなったことってあって。
1674920	1676920	それはなぜかっていうと、
1676920	1678920	自分たち不倫治療してるけどできなかった。
1678920	1679920	そうね、あるね。
1679920	1683920	だけど、できてる人の投稿を見て、本当に傷ついちゃったっていうことを、
1685920	1687920	があるわけ。
1687920	1692920	だから、それは、
1696920	1705920	それだから投稿したら行けんとかじゃなくて、そういう人がいるという理解。
1705920	1711920	浅い理解で言うと、今言った事例ね。
1711920	1720920	子供ができない人がいるから赤ちゃん投稿はしないどこみたいなのはこれめっちゃ表面の浅い理解だと思っとって
1720920	1729620	今日深まったのは自分が望んでたことができない
1729620	1734620	時にそれを得てる人の投稿を見ると不快になっちゃうっていう
1734620	1737980	この抽象概念は
1738540	1744700	伝え合える 関係があると伝えられるし
1746880	1754340	そういうのを分かった上で 投稿する人が
1754340	1757120	増えるといいのかな
1757120	1767600	これらは何を背負って何を目指して今やってたんだ?
1767600	1768940	でもいいよね?
1768940	1771340	ハッピーの増えると深い幸運の減る
1771340	1775660	でもやけん
1775660	1778920	ティーチャーティーチャー聞いてるリスナーさんに関しては
1778920	1784500	受け取り方を工夫するとか
1784500	1786340	受け取り方を工夫
1786340	1788340	うん
1788340	1790340	とか
1790340	1792340	理解をして
1792340	1794340	投稿するとかは
1794340	1796340	あるよね
1796340	1798340	ありますよねっていうことよね
1798340	1800340	まあ結論は
1800340	1802340	出ないんですが
1802340	1804340	それはね
1804340	1806340	そんな
1806340	1808340	30歳前後の2人で
1808340	1810340	この問いに結論出たら
1810340	1812340	それはすごいよ
1812340	1814340	問いはシェアしました
1814340	1816740	そうね
1816740	1818840	発信の仕方は変わりそう
1818840	1819620	ちょっとね
1819620	1822300	これハッピーのシェアしちゃう人だからさ
1822300	1823360	どんどん
1823360	1824020	でも
1824020	1826600	今日の話を聞いて
1826600	1831500	発信の仕方はニュアンス変わりそうな気はしてて
1831500	1837500	それは自分がこんなことできましたみたいな感じよりも
1837500	1840240	自分等身での気づきみたいな
1840240	1840740	うん
1840740	1844240	等しい理由、今日はこういう仕事終わって
1844240	1846740	こんな幸せがありましたっていう気づきみたいな
1846740	1848740	うん
1848740	1851240	そんな仕方に変わりそうな気はした
1851240	1855240	あと、受け取り手としての自分では
1857240	1860740	人の幸せを見て、うってなる場合は
1860740	1863740	あ、自分それ望んでんだっていう
1863740	1866740	自己理解に跳ね返します
1866740	1870740	いい話、いい話それ
1870740	1872740	これでまとまった
1872740	1876740	もう本当に今これどこかわからんところまで車をドライブし続けている
1876740	1880740	とはいえさ、まだ来たんかい
1880740	1882740	はい、大丈夫です
1882740	1884740	じゃあ何分これ今?
1884740	1888740	今は、33分
1888740	1890740	そんなもんなんだ
1890740	1891740	いいっすね
1891740	1892740	楽しいわ
1892740	1894740	深まったわ
1894740	1896740	やりかえる機会になりますね。
1896740	1897740	そうですね。
1897740	1899740	あ、でも良かった、危なかった。
1899740	1902740	なんか、ため出し眼鏡を増やすところだった。
1902740	1904740	そこが気づけて良かったので。
1904740	1906740	うん、はい。
1906740	1908740	最後ひとしがまとめてくれたから。
1908740	1909740	はい。
1909740	1911740	良かったです。
1911740	1913740	ありがとうございました。
1913740	1914740	じゃあ、ここはどこですか?
1914740	1915740	梅林。
1915740	1916740	梅林です。
1916740	1917740	梅林駅。
1917740	1919740	梅林まで来ましたよ。
1919740	1922740	なんか、八幡宮もあるし、ちょっと。
1922740	1924740	あ、でも閉まってる
1924740	1926740	はい
1926740	1928740	ということで、ありがとうございました
1928740	1930740	お疲れ様でした
1930740	1932740	止めて
1932740	1934740	止め方が
1934740	1936740	左の四角ボタン
1936740	1938740	左
