start	end	text
537400	538320	でも結局
538320	540780	それに対して反乱が起きたりとか
540780	543120	っていう歴史があったわけや
543120	544340	さらには
544340	546380	別に俺自由に生きたくないわ
546380	548520	っていう人もおるかもしれない
548520	550560	でもその人って
550560	552060	自由に
552060	554300	生きないという生き方を
554300	556280	自分で選びたいという意思がありますよね
556280	556560	そういう話あったね
556560	560000	勉強するのは何のための話で
560000	560380	それか
560380	563820	現代はそうやね本当に
563820	565460	つまり人間は
565460	568220	自由への欲求は少なからず
568220	569300	持ってるんだと
569300	572620	つまり欲望の本質は自由に生きたいという
572620	574860	願いに帰結するんじゃないかっていうのが
574860	575580	そもそもあると
575580	577880	だから目標も全部そうです
577880	580480	旅行海外行きたいとか
580480	581820	成長したいとか
581820	584120	行きたいように行きたいっていう
584120	586560	欲求の現れに帰結するんじゃないか
586560	587220	というところで
587220	589940	やっぱ面白いと
589940	590720	納得できる
590720	593400	一方で
593400	596540	自由に生きれたら幸せなの?
596660	597360	っていう話なんです
597360	600280	そうね
600280	602380	だから俺もそれは思ったよさっき
602380	608820	自由とかなくても幸せなんですけどっていう人がいると思ったけど
608820	610020	それはさっき言ってた
610020	612980	それを自分で選んでるっていうことやから
612980	614660	自由ではあるのかなという
614660	617400	その欲求に基づいてるとはいえど
617400	619140	自由だからといって
619140	622600	幸せじゃないケースって結構見てるなと思って
622600	623160	逆にね
623160	624760	自由だけと幸せじゃない
624760	625540	例えば
625540	628360	いろんな成功者
628360	629720	大金持ちになって
629720	632660	お金を持ってやりたいことができるようになった人も
632660	635020	なんか孤独を感じてとかね
635020	637860	毎日旅行に行けたとしても
637860	639300	それがずっと幸せなのかっていうと
639300	641420	そうじゃないかもしれないなと思ったりとか
641420	645100	つまり自由が満たされてることと
645100	647520	幸せはイコールじゃないんだってことが
647520	649560	なんか分かってきたよね
649560	652800	その時にトマノイットクさんは
652800	654280	幸せとは何かと
654280	658820	それは物質的に満たされることじゃなくて
658820	662280	満たされた自由のありがたさを味わうことです
662280	662740	なるほど
662740	667200	うおーしみるっていう
667200	670860	満たされた自由のありがたさ
670860	671800	そうそうそう
671800	674900	例えば毎日旅行に行けたら幸せかって言われると
674900	679820	最初の方はね非日常で旅行行けて楽しいと思うかもしれないけど
679820	682240	だんだんそれが当たり前になっちゃうと
682240	685320	やっぱり足りないところに目が向いたりとかすると思うんだけど
685320	688040	この状態ってありがたいなって思えた瞬間に
688040	690120	幸福を実感するっていうのは
690120	694800	誰しも実感を伴った経験としてあるんじゃないかな
694800	696260	っていう風に思って
696260	700160	つまり自由への欲求が満たされた時
700160	702480	そこにありがたさを感じることが
702480	704040	幸せなんじゃないかと
704040	706860	目標いらんくねって
706860	710880	本当?と思うやん
710880	712600	まとめると
712600	715340	人は幸せに生きていくためには
715340	719760	生きたいように生きているっていう実感を持つことが大事っていうことと
719760	722600	その状態にありがたさを感じられることが
722600	723760	そうかそうか
723760	726560	前半の部分は目標がやっぱりあった方がね
726560	728600	自由に生きてると感じられるから
728600	729320	そうそうそういうこと
729320	730760	つまり目標って
730760	734180	この実感を持つために超便利な装置じゃねって思った
734180	734740	なるほど
734740	736760	これとも一徳さんが言ってるわけじゃなくて
736760	739340	目標ってこれやりたいあれやりたいっていう
739340	741880	自分の欲求を可視化するわけや
741880	746200	でそれを実行して達成したら振り返って
746200	749260	あー今回も目標達成したな
749260	752160	自分が生きたいように生きてるなっていう実感を持つっていう
752160	756680	幸せを感じるための装置として目標めちゃくちゃ便利やないと思った
756680	758820	冒頭でさ
758820	761320	去年の振り返ってさ
761320	765520	俺できてなかったなと思ったけどそこに遥が意味付けすることで
765520	768580	やっぱできてたって思った時に幸せやったんよ
768580	770140	それやね
770140	771880	実感してましたか
771880	773700	ありがたさを実感しましたか
773700	776980	生きたいように生きているんだという
776980	778800	自由への実感
778800	780640	ありがたさを感じるということで
780640	782960	だから目標を立てた方がやっぱ
782960	783880	なるほど
783880	785360	幸せ感じやすいよなと
785360	788380	目標別にマストじゃないけど
788380	791740	この幸せを生きていくために便利な装置じゃなって
791740	793460	思ったわけなんです
793460	795580	だから目標立てよ
795580	796480	立てよ
796480	798400	立てよということなんでね
798400	799440	もうちょっと話していい?
800140	801440	じらすけどさ
801440	804360	目標はいろんな種類あるけど
804360	806360	大きく2つあるなって
806360	809720	自分の人生レベルで感じたことがあって
809720	813320	2023年から2024年は
813320	816720	あれしたいこれしたいって目標いっぱい掲げて
816720	817980	達成した年だった
817980	821240	海外回りたい
821240	823640	フリースクール作りたい
823640	825480	ポッドキャストアワードも取りたいとか
825480	828160	これを一生懸命掲げて
828160	829860	それに全力で没頭して
829860	831380	叶えた
831380	832700	2年間やった
832700	835700	めちゃくちゃ嬉しかったし幸せ
835700	837300	なんよね今も
837300	838080	だから一方
838080	841040	夢がふわって
841040	843700	消えていったような印象がある
843700	846500	達成したら
846500	847780	流れていくみたいな
847780	850100	だからこれって
850100	851780	ずっと目標という
851780	853680	ガソリンを入れて
853680	855880	走り続けなきゃいけない
855880	857740	これがガソリン国家としたら
857740	858900	また目標を作って
858900	862100	永遠に走らされてる感じがあったんよね
862100	865360	だから結果に対する目標を作ったとしても
865360	866960	これ虚無感感じるなと思って
866960	868300	なるほどね
868300	869740	そんな経験ない?
870920	871960	なるほどね
871960	873220	いや俺さ
873220	875740	ちょうど昨日
875740	877220	妻と
877220	882180	2025年何が楽しかったっけって振り返るよ
882180	882340	いい話
882340	886120	それは家族行事もやけど
886120	892380	俺の仕事としてとかティーチャーティーチャーの活動は何が楽しかったかみたいな話もして
892380	897500	その時に本当に心に残って楽しいことって
897500	900520	数値とかじゃないかったよ
900520	902800	沖縄のあの時楽しかったのとか
902800	904400	長野のあの時とか
904400	909720	基本その全国各地行った時の楽しさが一番おもろかったなと思ったんやけど
909720	911640	写真記憶みたいな感じで
911640	914640	この状態が幸せだったみたいな
914640	919640	結果を出したタイミングとかじゃない
919640	922160	思い出すことが
922160	923580	面白い
923580	924400	それじゃない?
924760	925640	面白いね
925640	926680	ちょうどその話や
926680	929980	結果に対して目標を作ってそれを達成したら
929980	933240	もちろん一時的にめっちゃ楽しいし気持ちがいいんだけど
933240	936820	それがなくなって風化したような感覚があって
936820	939640	一方さっきひとしが言ったような状態
939640	943260	こんな状態でありたいとかっていうのは
943260	946000	僕はいい目標だと思った
946000	948660	だけど2025年は
948660	950020	等身大でありたいっていう
950020	951780	はいはい状態やね
951780	953580	結果じゃなくてビーイング
953580	955460	あり方に目標を作った年だったよ
955460	957960	等身大でありたい
957960	960280	一生懸命を楽しめるようになりたい
960280	962500	あとはご機嫌でありたい
962500	964320	全部ビーイングで目標を作った
964320	966720	結果に対する目標全部ビッビッビッと消して
966720	968120	ビーイングだけに作った
968120	970420	そしたら何が起きたかっていうと
970420	971660	これ
971660	975120	家に引きこもっとったらできるなと思ったよ
975120	976880	わかる?
977960	978960	ご機嫌とか
978960	980700	何にもチャレンジせんで
980700	983380	家におったら達成されちゃうし
983380	984600	なるほど
984600	987700	そっちだけでも健全じゃない感じ
987700	988060	そう
988060	989840	2025年
989840	992120	もちろん一つ一つ実感味わって
992120	993620	今日ご機嫌で入れたなと
993620	996840	振り返るたんびに味わいはあるんだけど
996840	997780	これを
997780	999720	あと5,60年生きるのには
999720	1002380	この目標の立て方じゃいかんと思った
1002380	1004660	あまりにも人生退屈だと思った
1004660	1006100	この目標だと
1006100	1008940	そうっていうのをフローでね
1008940	1009720	ふと思ったんよ
1009720	1011780	今年の目標を毎日振り返って
1011780	1014100	等身大であったかとか一生懸命楽しめたか
1014100	1014980	ご機嫌であったかとか
1014980	1016880	自分より他人をちょっと優先できたかとか
1016880	1018920	毎日振り返ったんだけど
1018920	1022000	これなんかもうできちゃうぞみたいな
1022000	1024400	この状態挑戦せんどけば
1024400	1026840	だけど
1026840	1030060	結果に対してガッて頑張った時に
1030060	1031700	できない自分が出てくる
1031700	1032640	はいはいはいはい
1032640	1034620	例えば子供たちがいっぱいいる前
1034620	1036800	いっぱいいてわちゃわちゃしてる時に
1036800	1038660	ちょっとご機嫌じゃなくなったとか
1038660	1041240	そんな風にコンフォートゾーンを抜けた時に
1041240	1042340	そのビーイングの
1042340	1043940	あり方の難しさがまた
1043940	1045980	レベルが上がるわけやけん
1045980	1047540	つまり今日言いたいのは
1047540	1049700	ドゥイングとビーイング
1049700	1051340	はいはいはい
1051340	1053040	こんなことしたいという結果とか
1053040	1054700	やることに対する目標と
1054700	1056720	それに付随したあり方
1056720	1059440	これ両方立ててみませんか
1059440	1061540	っていうことなんです
1061540	1062860	立てましょう
1062860	1065640	納得しかないよ
1065640	1066700	こんなに聞いたら
1066700	1069060	暇やなと思う
1069060	1071020	こんな状態ありがたいと思う
1071020	1073580	もうちょっと前は
1073580	1075440	忙しくてしょうがないときとか
1075440	1077080	こんなこと考えられんかったけど
1077080	1078320	おかげさまで
1078320	1081060	こういうウェルビングについて
1081060	1082660	しっかり
1082660	1084340	振り返る
1084340	1087460	機会が年末に今回あったわけです
1087460	1089520	ということで2026年
1089520	1092260	まず何がしたいですかっていう
1092260	1093580	Doingの目標
1093580	1095520	そしてそれをするときに
1095520	1097320	どんな状態でありたいですかっていう
1097320	1098360	Beingの目標
1098360	1100200	この2つを立てれば
1100200	1101800	これはずっと
1101800	1105080	自分の人生を満たしてくれる目標になるんじゃないかなと思って
1105080	1105860	なるほどね
1105860	1108120	Doingとか例えばさ
1108120	1111760	ダンスで世界一撮りたいですとか
1111760	1113180	っていう目標を作るとするやん
1113180	1116100	これってさ年齢重ねたら無理になるじゃん
1116100	1119760	年齢の体力の限界があるじゃん
1119760	1122820	ビーイングの在り方っていうのはずっと極め続けられる
1122820	1126700	ビーイングの在り方の目標も大事だし
1126700	1130560	だけどそれをどんどんレベルアップさせるためには
1130560	1133420	いろんなチャレンジをしていく中で
1133420	1134940	そのビーイング
1134940	1138200	ドゥイングとビーイングを極め続けていくみたいな人生は
1138200	1142360	いいんじゃないかと思っているショゾーンであります
1142360	1144960	目標
1144960	1147440	なんかあれ別に壮大じゃなくてもいいし
1147440	1148860	このドゥーイング時代は
1148860	1150180	5円でできるもんと思う
1150180	1151800	こんな5円があったから
1151800	1153800	今年はこれに挑戦しようかなとかでいいと思う
1153800	1156120	それに対してどうありたいかは
1156120	1158100	一緒に考えている感じです
1158100	1158620	なるほどね
1158620	1161580	どっから行く?仕事系から行く?
1161800	1162980	仕事系と
1162980	1164880	個人の
1164880	1168240	趣味とかでも仕事に関係なのかもいいと思います
1168240	1170480	仕事系から
1170480	1172780	いきましょうか
1172780	1173340	はい
1173340	1176520	俺はね
1176520	1181420	今応援してくれてる
1181420	1182320	個人法人の
1182320	1185080	村とかスポンサーさんたちと
1185080	1185960	はいティーチャーの
1185960	1188080	めっちゃなんかやりたい
1188080	1188720	お
1188720	1191180	っていうのを思ったんや
1191180	1193040	何かあんまさ
1193040	1194860	言語化できてないんやけど
1194860	1197660	このきっかけがさっき言った
1197660	1199500	2025年振り返った時に
1199500	1203380	結局いろんな人と
1203380	1206160	わいわい講演会も面白いし
1206160	1208520	講演会の後のご飯食べたり
1208520	1210440	泊まったりわいわい遊んだりとか
1210440	1213300	これって相当楽しいやなっていうのを
1213300	1215200	思ったのと
1215200	1218700	あと仕事的なもので
1218700	1220520	お金稼ぐとか
1220520	1222960	そういうの考えようかなと思ったんやけど
1222960	1225700	それはどちらしろやるなと
1225700	1228340	どちらしろやるなと思って
1228340	1233920	そうなった時にもっとワクワクするものがいいなと思ったよ
1233920	1238900	そしたらチームティーチャーティーチャーを盛り上げるっていうのかなと思って
1238900	1240320	めっちゃいいね
1240320	1245940	何も特に動こうとしてるものはないんやけど動きたくて
1245940	1250620	例えば福岡にいる個人法人スポンサーのみんなと
1250620	1252100	いい金パレット止まって
1252100	1255880	全員でその日に教育の本読んで
1255880	1257960	なんか一個発信するみたいな
1257960	1260100	ゆるげんごさんの
1260100	1261580	インプットどれがしくみたいな
1261580	1262440	いいね
1262440	1266200	ただ楽しいだけというより
1266200	1268500	そういう面白い
1268500	1270100	企画みたいなのやりたいな
1270100	1272300	めっちゃいい
1272300	1273300	だから
1273300	1275540	ひとしのは先にビーイングが来たね
1275540	1278680	みんなでリスナーさんとの関わりの中で
1278680	1279920	ワクワクしたいとか
1279920	1284180	楽しい時間を過ごしたいとか
1284180	1286480	面白いことしたりとか
1286480	1289700	最初はワクワクしたりとかから始まり
1289700	1291360	思い出作りたいとかから始まり
1291360	1294720	そのビーングを達成するために
1294720	1296680	じゃあいいかねパレットで
1296680	1298960	みんなで合宿しようみたいな
1298960	1300180	それやろうよ
1300180	1301160	それはやりたいです
1301160	1302200	めちゃくちゃいいやん
1302200	1303420	超具体だけどねそれは
1303420	1305220	いいかねパレットのあれもあるもんね
1305220	1306300	収録場所もあるもんね
1306300	1306700	あるね
1306700	1307660	それしたいね
1307660	1309740	ちょうどさティーチャーティーチャー村で
1309740	1312720	福岡にオフ会行きたいですみたいなことを言ってる
1312720	1314460	ボーナツさんとかいらっしゃって
1314460	1318720	その時に別の合宿所とかいう話もあったけど
1318720	1320980	いい金パレットももちろんやりたいね
1320980	1322780	バーベキューもできるし
1322780	1324760	収録もできるし
1324760	1327220	なんか俺がせっかく
1327220	1329180	Doingの目標って言ってくれたけ
1329180	1331380	大事にできたらいいなと思ったのは
1331380	1332980	ただ楽しいだけというより
1332980	1335200	ティーチャーの活動にとっても
1335200	1337100	意味あるなっていうもの
1337100	1338780	にしたいなと思っている
1338780	1342140	俺2025年思い返した時に
1342140	1344280	もう一個めちゃくちゃ楽しかったことがあって
1344280	1346780	それはスポーツの大会やった
1346780	1349120	それもあったけど
1349120	1351020	スポーツの大会だったらダンスを
1351020	1352980	人前で踊ってる時の
1352980	1353600	この前のね
1353600	1355220	会とかで
1355220	1358760	それも楽しいけどそれはそれでやったらいいやんと思う
1358760	1360920	というより
1360920	1362600	今回このルーイングの仕事のところで
1362600	1363420	考えたかったのは
1363420	1366400	自分も楽しいしティーチャーティーチャーにも意味のある
1366400	1368020	ことをやっていこう
1368020	1371080	それは短期的にお金にならないとかじゃないけど
1371080	1375140	来年ティーチャーティーチャー盛り上がったねっていうものにしたいなっていう
1375140	1376280	なるほどね
1376280	1377220	感じです
1377220	1381880	ビーングさっきハルク言ってくれたけどみんなでワイワイしたいみたいなのあるんやけど
1381880	1387880	そういう状態になるたびに等身大やなと思って
1387880	1392780	それができてないこと多いんで
1392780	1394960	等身大
1394960	1397020	等身大
1397020	1399000	いいですね
1399000	1400140	等身大
1400140	1400900	等身大で
1400900	1402840	ありのままの姿で
1402840	1404120	TTAを盛り上げると
1404120	1408480	さっき聞いてと思ったのが
1408480	1409900	結局ティーチャー
1409900	1412260	ティーチャー村で何かイベントするっていうのは
1412260	1414600	子供たちも
1414600	1416180	来ることが多い
1416180	1417900	子供たちの
1417900	1419580	強烈な現代金思い出にも
1419580	1420980	それ自体がなるやろし
1420980	1424680	子供たちがワクワク楽しい時間を過ごせたら
1424680	1425840	それは保護ちゃんとっても
1425840	1427960	ハッピーなことらしい
1427960	1429940	イベントすること自体が
1429940	1431640	未来に繋がってる
1431640	1434380	社会に歓迎することになりそうな気がして
1434380	1435820	やっぱり意義あるわ
1435820	1437480	だからこの前の
1437480	1439040	代々木でカレー作ったり
1439040	1440160	カレー作ったり
1440160	1443100	ボードゲームしまくったし
1443100	1444840	ジェスチャーゲーム
1444840	1447200	あんなのもいいよね
1447200	1449520	小さい頃のさ
1449520	1451440	そういう経験って
1451440	1453860	ポテンシャル半端ないって
1453860	1455220	そうよね
1455220	1457340	あの時にやった料理
1457340	1460240	あの時に感じた幸福感とかっていうのはさ
1460240	1463040	ずっと心の中に支えとして残っていくからね
1463040	1467920	一回のやっぱその思い出の威力はやっぱ大きいと思うから
1467920	1470720	それは大事にやっていきたい
1470720	1472520	結構優先度高くやっていきたい
1472520	1474240	それをやるためにも
1474240	1477720	ちゃんと会社として成り立たせる部分は
1477720	1479660	ちゃんとやろうっていう感じですね
1479660	1482380	継続できるようにきちんと売上も作って
1482380	1486260	利益出して基盤を固めていきましょうっていうところですね
1486260	1487600	いいですね
1487600	1491100	じゃあはるかの仕事面いく
1491100	1492320	仕事面いきますね
1492320	1493740	じゃあまずコンコンの方から
1493740	1496400	コンコンとティーチャーティーチャー
1496400	1497360	若干ね
1497360	1500900	若干その方向性が重なってるんだけど
1500900	1503840	結果の目標としては
1503840	1506580	コンコンは自治体自宅
1506580	1507840	おー
1507840	1510140	かなり具体的な
1510140	1511680	結果にあえていきます
1511680	1514520	前まで自分が何できるかっていう
1514520	1518300	自分が操作できるところの目標を立ててたんだけど
1518300	1519660	それの方がやっぱりね
1519660	1521760	実現可能だし
1521760	1524780	自分の負荷も少ないんだけど
1524780	1527340	あえてちょっと負荷かけてみようか
1527340	1529360	結果に対して目標を作って
1529360	1531200	2023年2024年が
1531200	1533380	結果に対して目標を作って負荷かけた年だったん
1533380	1535360	例えばインスタグラムのフォロワー
1535360	1536620	2万人達成するとか
1536620	1539480	ポッドキャストアワードで賞を取るとか
1539480	1541220	結果に対する目標って
1541220	1542740	めっちゃ負荷が大きい
1542740	1549400	負荷が大きいけどワクワクエンジンがあって楽しく乗り越えられたっていうのはあった
1549400	1552500	だけどビーングの目標がなかったから虚無を感じたんだけど
1552500	1553420	今回はもうその
1553420	1554900	なるほどそっちも搭載して
1554900	1560820	ビーングの目標があるからこそあえてちょっと負荷大きめの自治体からちゃんと自宅受けられるようにして
1560820	1566280	今のコンコンの活動自体にお金が生まれる状態を作りますと
1566280	1569180	自治体もそうだけど企業自宅もそうで
1569180	1575080	何かこのサービスを提供するのでお金をくださいじゃなくて
1575080	1579920	今やってるコンコンの活動自体が世の中にとって意義あることだし
1579920	1585880	ちゃんとこの街にとって中長期的な目線でも価値ありますよってことを
1585880	1587720	ちゃんと自分の中でも整理して伝えて
1587720	1593340	それが予算を下ろしてもらえる状態を作りたいなと思っております
1593340	1595940	でその時のビーイングとしては
1595940	1598400	なんなの
1598400	1600880	魂占い
1600880	1604860	なんかちょっとモード入ってる
1604860	1606140	魂占いだから
1606140	1607620	魂占い
1607620	1608580	どういうことだ
1608580	1609360	稼ぐ
1609360	1612740	お金のためにやらないみたいな意味
1612740	1613340	まさにそう
1613340	1615900	だから自治体自宅受けるためだったら
1615900	1617300	ここ折れるみたいなことしない
1617300	1618400	なるほどね
1618400	1622120	それは2025年にその失敗をしたから
1622120	1625240	それによって結局コンコンに
1625240	1627840	コミットできなかった期間があったりとかしたから
1627840	1630100	そこの魂を売らない
1630100	1632600	本当にいいと思うものが
1632600	1634820	最近は価値観としてできてきてるから
1634820	1637320	ちゃんとこれを伝えるように
1637320	1638760	自分も猛勉強するし
1638760	1640100	それが伝わるように
1640100	1642700	パッションを持って営業するし
1642700	1644760	という形で魂を売らずに
1644760	1645680	信念を貫いて
1645680	1647240	自治体自治体を
1647240	1650980	やり抜く
1650980	1653580	やり抜くは
1653580	1654840	ビーングなんだ
1654840	1656980	ビングかやり抜こうと
1656980	1658520	そうねやり抜く
1658520	1659660	覚悟みたいな
1659660	1661180	そんな覚悟信念持って
1661180	1663140	あんま諦めないみたいなところかもしれない
1663140	1667240	っていうのをやろうと思っています
1667240	1669780	すげえ強い強めな
1669780	1670800	強めやね
1670800	1675140	でポッドキャストティーチャーティーチャーに関しては
1675140	1681600	結構専門的な知見を持ったゲストを呼びたいなと思っています
1681600	1683160	いよいよ
1683160	1684040	はいはいはい
1684040	1687500	なんでティーチャーティーチャーはあんまりゲストを呼ばなかったかっていうと
1687500	1689720	2人の空気感が崩れたりとかしてさ
1689720	1694160	結局企画として成立せずに
